name,prefectures,count
TqESuDNBjJ,KPENDJAL-OUEST,2
qHbCFZbeqv,BLITTA,4
fUAFFeYyZN,KPENDJAL,5
XCFXXkOFDC,PLAINE DU MO,1
SxikXNnsrf,PLAINE DU MO,1
OEemvtDBqg,AMOU,3
eFcLLNOkXl,BINAH,1
aTGHRQlzWn,BINAH,2
rrizRADpnV,AGOE-NYIVE,1
oSbAqwiOsw,BINAH,1
OWDaxBbECr,BINAH,1
bgdKSBRhzs,HAHO,1
GmgFVkcBZD,TCHAMBA,16
ygMEXUQDbn,TCHAMBA,11
RPsTwWPpbu,TCHAMBA,12
HbZYYBsKHV,PLAINE DU MO,2
FmfTITFelQ,PLAINE DU MO,3
FqzmWqeIBN,PLAINE DU MO,4
cbtvbzbRWh,PLAINE DU MO,3
EGEVAFOhDn,OTI-SUD,6
wOAlyANdZh,AKEBOU,9
gKEWhIgzeS,AKEBOU,11
DHgtnkLApc,SOTOUBOUA,13
ygMEXUQDbn,SOTOUBOUA,15
KRbjMhaDMX,SOTOUBOUA,8
tmsNSVtcYF,SOTOUBOUA,14
uTDSAZTKdw,OGOU,8
xYCPtUqRwb,KPENDJAL,6
mCndLeBGMM,KPENDJAL,4
LLMgZcbVPB,KPELE,5
eZdziMulBE,KPELE,4
jEKQLrKUTH,KPELE,4
StyaQWIxhf,KPELE,7
stHoeJDHYZ,TCHAOUDJO,3
FoVXqPnuHd,TCHAOUDJO,8
gGNvtMVsZF,ANIE,7
fMbZlEGloj,ANIE,8
dDsxIrEWmd,KPELE,5
GpIDnOEdYH,OTI,7
isjaYQNfQZ,DANKPEN,16
tFPWYsBmKO,DANKPEN,8
isjaYQNfQZ,VO,4
ZBBCMZtnxU,VO,8
MVTAtjawTk,VO,4
SkDpHjHaTE,SOTOUBOUA,15
KbVDiKanAc,SOTOUBOUA,9
jePMLdZOxZ,SOTOUBOUA,19
ayEzTOeqlf,TCHAMBA,12
IcBmDOrMRa,SOTOUBOUA,8
PqKvVNqmwR,AKEBOU,7
IelBpMhHEF,BLITTA,8
amzyXHglBx,VO,4
MgqQtXBeFP,AKEBOU,11
sNLmtXfmNS,ANIE,13
RVKwUZsMZp,ANIE,6
AedhWiaPqi,ANIE,7
qIBIaIrwAT,MOYEN-MONO,3
skIOopvdDk,MOYEN-MONO,2
QMwkYDHkof,LACS,4
pwXxvVvTag,LACS,4
lsneLOyaWq,HAHO,3
HDZKodHwjE,HAHO,2
iTISiQNqAr,HAHO,1
upWCirugqI,HAHO,3
irDykfVNyX,BLITTA,8
PkPjUYMjzx,TCHAMBA,15
rWDwpQNHgI,KERAN,4
AEKnAnngAv,KERAN,2
oGBBNprFLK,OTI-SUD,9
JvMaGtoVsW,OTI-SUD,11
NfhDWwJCLO,OTI-SUD,3
gvsutalzBt,OTI-SUD,9
RXOPashdsl,OTI-SUD,11
UzIHDpTKIh,OTI-SUD,7
NaficwxEvQ,KERAN,4
ewpFeeyUAI,KOZAH,4
AGdRPdgtbK,KOZAH,3
ANZEnbkmQy,WAWA,2
buwNyRhUpz,WAWA,2
zIpKVeqexV,WAWA,3
FoVXqPnuHd,WAWA,2
fxVlUDSPMc,AMOU,3
ecejgKNjoL,CINKASSE,3
SfYYdhfojI,CINKASSE,2
oCMLouzjOm,CINKASSE,3
TTukgLnomN,ZIO,1
YXmUSbWjvq,ZIO,1
GAVHmzoRVT,ZIO,5
kFdPLjiokX,ZIO,3
stHoeJDHYZ,ZIO,2
ovCQfxURWj,AVE,4
WxccJpAylz,AVE,3
rJAPaflfZw,AVE,2
HNQbVKqVtS,AVE,3
sktMIFqsds,AVE,2
qCPWbXygQa,AVE,3
cSHNJFyQnS,BASSAR,25
gMGXGXdSes,KERAN,5
OXryhijRsq,Unknown,19
CRClDwftom,BLITTA,8
YYDzPMCwaj,DOUFELGOU,1
PeusZvtMjk,DOUFELGOU,2
xyMDNoyanA,DOUFELGOU,5
cprHaXwjPO,KERAN,1
uXsQsnpPzM,KERAN,6
FVNaHqwvlv,WAWA,3
qKhUVcTwow,WAWA,3
SwTJzGoKSI,DOUFELGOU,1
JvMaGtoVsW,DOUFELGOU,3
HkWguDIfpS,MOYEN-MONO,1
hpZYPsRKBb,HAHO,2
UBBptmhiXi,AGOU,2
FUSzvJPVFA,EST-MONO,4
MJzAYJaCaO,EST-MONO,5
LLMgZcbVPB,EST-MONO,5
IneeuwqmOb,KPENDJAL,6
cnvqhtEuSm,KPENDJAL,5
QQPIKxwzVJ,KOZAH,4
zjKDESgBgP,KOZAH,8
hxEJezKbVe,KOZAH,6
jMFZqtHcGd,KOZAH,3
bdvjmfSTsU,Unknown,26
FZwYwVYWzf,Unknown,25
xxDSHSNyyP,Unknown,27
NkMsjHibBf,CINKASSE,2
KwueEyygvj,CINKASSE,4
NHDTQUpmZl,OGOU,9
XOSvLGIFrh,LACS,2
ZldclfuucE,LACS,3
WVHwlmNkLa,EST-MONO,5
jxjpEIXJNY,EST-MONO,4
sZtcVQzuVc,KPELE,3
ixgtPfMtcF,AMOU,4
FGybsTmlCa,EST-MONO,5
XXnmAmCasu,Unknown,18
UuwKOhOOEp,Unknown,30
aRWorldfhg,KOZAH,5
aOhYpPjaRM,EST-MONO,5
IqWgKhGyju,TONE,7
RVogboTWCz,TONE,4
QoSPkdeOcN,TONE,1
YtCUJsglOM,DANKPEN,13
VRuawWxKPq,TONE,3
usdHetXxKX,KPENDJAL-OUEST,4
iAqPrFZkVP,ZIO,2
fNgbhjgzdh,Unknown,25
rRmRPRzpPA,DANKPEN,4
WkzIMOgJkS,KPENDJAL-OUEST,4
ytrjMrxzlO,KPENDJAL-OUEST,1
iVZgDwcEYU,BLITTA,10
vXYTAznQFE,PLAINE DU MO,3
rirPasZoWz,PLAINE DU MO,2
lsneLOyaWq,KPENDJAL,3
yztAJNZiNN,DOUFELGOU,2
ojehpQgSrl,DOUFELGOU,1
NaiBOdAXsp,DOUFELGOU,1
VHyEqlVDQc,PLAINE DU MO,1
sZtcVQzuVc,Unknown,22
fnmFFTzlpW,KPENDJAL-OUEST,1
tmRCipLLwy,LACS,4
pjNKPqeNXC,DOUFELGOU,2
eEZhgiwXcE,DOUFELGOU,2
qfTcXuzMwC,AGOE-NYIVE,1
aKzuRMIgvK,AGOE-NYIVE,4
ZdcogOJXCj,AGOE-NYIVE,1
DwekpsiydK,AGOE-NYIVE,1
hrvIKPBhYK,BINAH,1
oHHeRbFfEv,BINAH,2
aTYHkibWJz,CINKASSE,1
VuJqFsGITK,CINKASSE,1
JvMaGtoVsW,HAHO,2
yRADykVpRf,HAHO,1
jxCkQxbZYq,ZIO,1
amMBDBUUvV,AVE,1
jcdTKCpPut,TCHAMBA,13
MYNZcwCcTX,PLAINE DU MO,2
ShqzWdRqPU,OTI-SUD,7
bQdsaYgNLX,OTI-SUD,4
FoVXqPnuHd,OTI-SUD,8
RcPCHnSiQK,OTI-SUD,8
VLTcsprApa,AKEBOU,9
XUrMCSAQcl,AKEBOU,8
oqYPyoLIda,SOTOUBOUA,11
IqWgKhGyju,SOTOUBOUA,10
wKAFYQUzPs,SOTOUBOUA,14
TFuBnkwrMZ,OGOU,8
JCOKHWhNCl,OGOU,11
AaKCsooJgY,OTI,8
sRLqqorjkH,KPENDJAL,5
DFnBUVeJwU,KPENDJAL,3
mMSHSilfqR,KPENDJAL,4
jEKQLrKUTH,KPENDJAL,7
yNvBZLSwky,KPENDJAL,3
qsjAsuFOgs,KPELE,5
yBJaOlsnOW,KPELE,6
hxEJezKbVe,OTI,13
MuVQsFeMXi,TCHAOUDJO,7
ppdbEHpImH,TCHAOUDJO,5
MUtBQpFQRw,ASSOLI,1
TmgDdRQKHP,ASSOLI,1
PJacssMYLF,ASSOLI,1
NfhDWwJCLO,ASSOLI,1
YPFpQtnbtY,WAWA,2
wInDWSpydA,ANIE,11
WLQOzjWYfb,ANIE,8
mlYYwQmWZT,KPELE,2
qabBOscpgy,AGOE-NYIVE,5
tQEElXPRrD,AGOE-NYIVE,2
ZJRzbwjYaM,AGOE-NYIVE,2
HkWguDIfpS,AGOU,3
PYhRrrqufn,DANKPEN,10
wvwrbpEJYw,DANKPEN,14
lCJsWrEQOo,DANKPEN,12
kLllsfyBzV,SOTOUBOUA,8
WkYMqONJIk,SOTOUBOUA,9
KIlSZGQiOh,SOTOUBOUA,12
SPCbSYGqCR,SOTOUBOUA,14
kVHLmGLNEH,TCHAMBA,16
MQHEOdAbZm,BASSAR,23
PYhRrrqufn,BASSAR,22
fgUGpjgzXk,BASSAR,25
fBVtJIOofJ,AKEBOU,12
jEKQLrKUTH,AKEBOU,8
NHnOnMxtqo,AKEBOU,6
ytrjMrxzlO,BLITTA,9
QLznuiBdoY,AKEBOU,6
XOSvLGIFrh,AKEBOU,8
jZfnWkiaaa,MOYEN-MONO,1
dDsxIrEWmd,LACS,3
sPDEWSCsKe,LACS,8
tJJxMfkxYb,LACS,5
lCJsWrEQOo,LACS,5
prxHvLSySc,BASSAR,24
TlftmPGtpA,HAHO,3
bZvWYAmjGh,HAHO,3
VqGWSxnoSB,HAHO,1
NJqmUyFOdx,BLITTA,8
CRNlPblBMx,KERAN,9
dWgAxvDvhT,KERAN,7
bONpclnWek,KERAN,5
QilpPuwazs,DANKPEN,14
klfhtuUdnG,DANKPEN,13
MUIjVCDoEa,OTI-SUD,7
WGBmXsYiOj,OTI-SUD,4
pvMOTvkwXO,KERAN,4
KwueEyygvj,DANKPEN,9
SkDpHjHaTE,KOZAH,3
pUGyOhdpWf,BASSAR,21
yeCoCorNtH,WAWA,2
HwQqxNPTQK,WAWA,1
OMwCRfaoHD,WAWA,2
rJWmXhJqHE,AMOU,4
VJFFcPyvny,CINKASSE,3
mJWGtFIzUT,CINKASSE,3
DmqfqUBZnH,KPELE,2
eZKTVgnWxe,TCHAMBA,14
YUTrQHhnDF,ZIO,2
oWFozltJyI,ZIO,1
oWFozltJyI,AVE,3
MlWUJdevSL,AVE,1
rvbTpoDiTG,AVE,2
povJVGLkoa,AVE,3
iVZgDwcEYU,BASSAR,24
vAwnWzAdpz,KERAN,6
NtbwWxPCpd,VO,5
Ynvvkgthxn,Unknown,25
sPDEWSCsKe,BASSAR,15
HugrCcAxzg,DOUFELGOU,5
pSwWTbHbug,DOUFELGOU,4
dkhpNFwiHi,DOUFELGOU,3
vAkPBPIwhF,DOUFELGOU,3
NfhDWwJCLO,HAHO,4
NbhVeyXgWq,HAHO,1
iUChnGHNvU,HAHO,3
ogoxnXYWfc,EST-MONO,6
OXryhijRsq,OGOU,12
sPDEWSCsKe,OGOU,11
leRJogPPnD,OGOU,5
sPDEWSCsKe,AMOU,2
AasVYySWrX,KPENDJAL,6
RHwQjmZACX,KOZAH,3
pAqMCRieoH,KOZAH,2
StyaQWIxhf,KOZAH,4
tJJxMfkxYb,Unknown,27
SYqEzGJYTQ,CINKASSE,4
LOPoEfCCUP,CINKASSE,3
QzTXATgcEd,CINKASSE,2
YezRGHjpnb,OTI-SUD,6
upWCirugqI,LACS,8
NJcBmmHgZl,EST-MONO,6
QfCQVnESPU,KPELE,2
CRBrRLxhvz,KPENDJAL,4
yKFQNXyPic,KPENDJAL,7
uFZSRfIWVX,TCHAMBA,10
PbRfzosOyI,TONE,5
ylDYDoPtpT,TONE,2
pLeFzUJMnH,TONE,3
VHyEqlVDQc,TONE,5
XzHqYYZkNc,TONE,7
rGFlLwfpcW,TONE,2
UGDojtMoWq,TONE,3
QfCQVnESPU,KPENDJAL-OUEST,3
YGYcLsXFRt,KPENDJAL-OUEST,1
VuJqFsGITK,ZIO,1
JBdasUrdZZ,Unknown,29
FGybsTmlCa,Unknown,25
aYtLXfzBOE,Unknown,23
qYPljWyHVg,KPENDJAL-OUEST,2
RPsTwWPpbu,KPENDJAL-OUEST,2
zeBKFbSiTi,ANIE,5
BvnGJfecWV,EST-MONO,10
jePMLdZOxZ,Unknown,23
rQQsMfPgER,KOZAH,2
OFvNEylNLu,DOUFELGOU,2
oYNcznnOgJ,PLAINE DU MO,1
oXDALOBqfk,BINAH,4
ZZfNnZytXW,DOUFELGOU,1
RommLgqVgK,AGOE-NYIVE,3
YdgolrVLkw,TONE,1
ZUTGZZkcRe,AGOE-NYIVE,2
itEXCvgIqG,BINAH,1
AaJProAtlR,BINAH,1
CaNaOEkaIY,ZIO,1
rJWmXhJqHE,TCHAMBA,14
lynuPtHkoS,TCHAMBA,14
mCndLeBGMM,PLAINE DU MO,5
sHLZFdgmpU,PLAINE DU MO,3
djdQkxVwqo,PLAINE DU MO,3
RVogboTWCz,PLAINE DU MO,1
jcdTKCpPut,OTI-SUD,5
AUTkwbgHqI,OTI-SUD,8
NVsOXrSKam,AKEBOU,5
LySPboXRJq,AKEBOU,2
dIrNKTmhjQ,AKEBOU,7
IDphzsEknT,AKEBOU,6
fIZJVXncRk,SOTOUBOUA,18
kcPWkViWeQ,SOTOUBOUA,20
GbEyXOTqrf,OGOU,13
pwXxvVvTag,OTI,8
UyJLCDWzzs,OTI,5
UsUqLqafHD,KPENDJAL,4
aSpAQqOnRJ,KPENDJAL,8
StyaQWIxhf,KPENDJAL,5
oqYPyoLIda,KPELE,5
kKWOMygLJv,KPELE,10
NfhDWwJCLO,KPELE,4
UuwKOhOOEp,KPELE,4
ogoxnXYWfc,KPELE,5
LpOuvgMZrq,TCHAMBA,6
pCfiQabAHL,OTI,11
YtvkGlMWwe,TCHAOUDJO,7
QtpFCmMrGc,TCHAOUDJO,3
UMzahSeHAN,TCHAOUDJO,10
olPjbxYqCi,ASSOLI,1
XtBzsiKfOs,WAWA,4
tFPWYsBmKO,ANIE,13
PDZFqfSCnw,ANIE,7
NHnOnMxtqo,KPELE,4
DJHvUTkzOX,KPELE,3
qyrGItXtmT,AGOE-NYIVE,3
WLLHViBXaK,AGOE-NYIVE,1
qKhUVcTwow,AGOE-NYIVE,2
fddDfReEWS,AGOE-NYIVE,1
NkMsjHibBf,AGOU,2
tmsNSVtcYF,AGOU,3
fxbDhUtQlR,OTI,10
izSmTsWlnn,OTI,7
sscGOWmTcr,DANKPEN,15
PGROltGVku,VO,6
pLeFzUJMnH,VO,4
JshuzUxeoH,VO,4
GtPzYvLGKa,VO,8
rlAEpTAdBW,SOTOUBOUA,5
yeCoCorNtH,TCHAMBA,16
lOviNTgYuS,BASSAR,24
VLdIOQJoMg,BASSAR,16
XQqgsBPivb,BASSAR,29
xAdcnOwhDr,BASSAR,23
PcgWjDADaz,BASSAR,25
YJYkzOBbqo,BASSAR,25
NDRsXwCDrr,VO,6
BgBqtHgCwv,AKEBOU,9
FmeGrkvLDt,AKEBOU,5
RommLgqVgK,ANIE,5
swDofCoafd,MOYEN-MONO,1
FUSzvJPVFA,MOYEN-MONO,5
FOnSzgkGYP,LACS,3
HmXwlwGPuT,LACS,3
buwNyRhUpz,LACS,3
OFfrtJzcUq,LACS,7
VWAZXcxOwE,LACS,5
ecejgKNjoL,HAHO,4
BTzVOXUmtE,HAHO,3
nTcayLUbsO,ANIE,5
ZjWSSiDtdL,BLITTA,6
EYhApuDvLA,TCHAMBA,6
QvkeuBfZDR,KERAN,3
KbxhvMwzfe,DANKPEN,12
CQEXACWfyh,DANKPEN,11
OVOmVmrpdy,OTI-SUD,6
lrfyjRJVDe,OTI-SUD,7
GNraTpxZeh,OTI-SUD,5
lPJLmbcvMa,KERAN,2
leRJogPPnD,KOZAH,3
gmVWRqBoQV,WAWA,4
ZuYYBGYpqM,WAWA,3
GtIDsRFBJR,WAWA,2
UzIHDpTKIh,AMOU,4
pRumlkWpLO,TCHAOUDJO,7
JqcGbIMhFn,AVE,4
bPbNEGFKQC,AVE,2
AaJProAtlR,AVE,3
RcPCHnSiQK,KERAN,6
uXZrufHOmE,Unknown,27
PDZFqfSCnw,Unknown,20
AhgERedHbP,Unknown,23
yKFQNXyPic,Unknown,32
tbmSJSWtXZ,BASSAR,16
TiwIWgxNDk,DOUFELGOU,3
VgzPqPFQUJ,KERAN,5
zSGmxiFras,KERAN,4
tbQleqKEbx,DOUFELGOU,4
fxVlUDSPMc,DOUFELGOU,2
UeuReFqmqD,DOUFELGOU,1
TQzbSOuJSc,BASSAR,18
BbHMdMVjBs,HAHO,2
ZZfNnZytXW,HAHO,2
naVptxZAGL,AMOU,2
XXOsfAbtCm,KOZAH,6
JyGYBsSFuk,KOZAH,3
YeTLsGkHWx,Unknown,19
TTukgLnomN,LACS,2
povJVGLkoa,LACS,2
YTzSyOzNPv,AMOU,6
lCJsWrEQOo,AMOU,2
dgNSPaSfTE,KPENDJAL,3
lMCfKVlySO,KPENDJAL,4
aNGoLSaKjJ,KPENDJAL,2
CQEXACWfyh,OGOU,6
VaPxXuuWtZ,LACS,1
DTuGRpTYSK,WAWA,1
IuktMfbJnc,TONE,4
ROuebiUUVa,TONE,7
nyeSlFHLXJ,TONE,4
UNxAVraCBK,TONE,4
Ynvvkgthxn,KPENDJAL-OUEST,5
SkbPdFPpRl,AVE,1
ZxDgrIqzha,BLITTA,6
TLyOlzgZFy,PLAINE DU MO,3
klfhtuUdnG,PLAINE DU MO,1
nTcayLUbsO,PLAINE DU MO,2
DqAbgayQaH,PLAINE DU MO,2
MQhnpLSWmh,KERAN,2
wInDWSpydA,KPENDJAL-OUEST,1
zgHOvuGdmZ,BINAH,2
ixgtPfMtcF,BINAH,2
BPZdpnMrQX,AGOE-NYIVE,2
DZrnxkCrGa,AGOE-NYIVE,2
QtXbAFQsZb,AGOE-NYIVE,2
lpAchcvhBO,AGOE-NYIVE,1
dBwyGrqwqo,CINKASSE,1
MYNZcwCcTX,ZIO,1
XrjUlgrTZi,PLAINE DU MO,1
vaPfhlRHRO,OTI-SUD,8
lCzujKzQEH,AKEBOU,7
DmqfqUBZnH,SOTOUBOUA,11
yNvBZLSwky,OTI,9
vhiduYHhpg,OTI,12
xxDSHSNyyP,OTI,7
cprHaXwjPO,OTI,13
TlftmPGtpA,KPENDJAL,6
LIjXuoqhUZ,KPENDJAL,5
buwNyRhUpz,KPENDJAL,2
oGBBNprFLK,KPELE,8
tmsNSVtcYF,KPELE,8
RiBAkZqeyg,KPELE,8
feaEGENFKe,KPELE,6
QzTXATgcEd,KPELE,6
pFMqxTFqzh,KPELE,9
YKlPrpQthI,TCHAMBA,13
IJhqDwilXs,TCHAMBA,13
ReNRCDHcqZ,ASSOLI,1
pPAREryhNY,ASSOLI,1
OyPkMgUDbd,WAWA,4
wKURKPTLyw,WAWA,3
mVhYNnciWW,ANIE,9
bgdKSBRhzs,KPELE,4
vhQQkOYkyg,AGOE-NYIVE,3
BTzVOXUmtE,AGOE-NYIVE,1
ANZEnbkmQy,AGOE-NYIVE,4
GTSqfBzCft,AGOE-NYIVE,2
osejBtJLAB,AGOE-NYIVE,1
buwNyRhUpz,AGOU,7
IneeuwqmOb,DANKPEN,11
fBVtJIOofJ,DANKPEN,13
otcUfMSjlb,DANKPEN,9
wiBGamfrmV,DANKPEN,11
YYDzPMCwaj,VO,3
upWCirugqI,SOTOUBOUA,10
avrINItACP,SOTOUBOUA,4
kwklCJIDlS,BASSAR,32
AUTkwbgHqI,BASSAR,21
XrjUlgrTZi,BASSAR,28
NaiBOdAXsp,BASSAR,19
kJxMKZzRfE,AKEBOU,7
aMtpbeWdkc,AKEBOU,7
qtfZpgkkow,BLITTA,10
meALpnQBFl,BLITTA,6
qInBkNuqie,VO,5
OFfrtJzcUq,VO,3
OoiUuLBDLg,AKEBOU,1
HjHbCoMcrt,AKEBOU,3
OXryhijRsq,ANIE,3
oYNcznnOgJ,MOYEN-MONO,1
mlYYwQmWZT,MOYEN-MONO,2
wknmZkRsIm,LACS,6
EYhApuDvLA,BASSAR,25
CCjaSRuFZy,BASSAR,27
IDphzsEknT,HAHO,3
rQQsMfPgER,HAHO,2
CRNlPblBMx,BLITTA,10
BPZdpnMrQX,OTI-SUD,4
XQqgsBPivb,OTI-SUD,6
qabBOscpgy,DANKPEN,11
nzbNxqUCmo,KOZAH,5
NgGnrxtAfv,KOZAH,5
TyWCGdMdAM,BASSAR,20
KwueEyygvj,AMOU,6
wATbXpdAyK,AMOU,3
DHgtnkLApc,AMOU,9
UDucbUSZmf,AMOU,2
yrwaiovMsf,AMOU,4
hjUBijNMcB,CINKASSE,6
svuCPzHHDw,CINKASSE,3
NJqmUyFOdx,CINKASSE,3
dGesslJJdz,CINKASSE,3
NFKHIoqbNt,CINKASSE,1
kcPWkViWeQ,ZIO,3
DgMxmdyGUf,ZIO,3
VtfVmimlyD,AVE,4
QsmkpTqIke,AVE,3
fddDfReEWS,AVE,2
cFVmHlnmfD,AVE,1
wsWDzKQWnF,KERAN,9
kHvRKmzbkc,BLITTA,7
sNLmtXfmNS,BLITTA,11
NgGnrxtAfv,DOUFELGOU,4
tLpHgGzsBC,DOUFELGOU,3
izSmTsWlnn,KERAN,5
SRwLuliAwr,OTI-SUD,8
TzgNxHLklN,OTI-SUD,8
skIOopvdDk,OTI-SUD,7
vQSvXOABhG,OTI-SUD,3
XxEFcyAuUH,OTI-SUD,8
swDofCoafd,DOUFELGOU,1
ruNGTTGsry,DOUFELGOU,1
DljOEeuyWJ,HAHO,1
nSIOCKPYeU,HAHO,1
ogRUjCsmuE,EST-MONO,7
rlAEpTAdBW,OGOU,8
tCEjDGYMpP,OGOU,8
aTGHRQlzWn,AMOU,5
QVPqLwIIAe,KOZAH,2
rjLtlefVRU,KOZAH,2
TzgNxHLklN,Unknown,28
WkJLcgJayz,Unknown,23
GSjJugXCaq,OTI-SUD,2
lbEQqdiMiQ,OTI-SUD,3
NaiBOdAXsp,LACS,6
yURSuqrHbG,EST-MONO,4
lCJsWrEQOo,EST-MONO,4
SxikXNnsrf,EST-MONO,5
VLdIOQJoMg,KPELE,3
JHtwryoVie,KOZAH,4
pwXxvVvTag,KOZAH,5
QGbYfjEEUN,LACS,4
eGwidYFuZD,TONE,4
ozVYHgNCbA,TONE,7
jePMLdZOxZ,TONE,4
CXWDbkmAHO,TONE,3
AaKCsooJgY,TONE,4
oXDALOBqfk,DANKPEN,14
mMSHSilfqR,KPENDJAL-OUEST,2
SBvPNdHvkD,KPENDJAL-OUEST,4
LOaWMxZFCg,ZIO,2
CXRpRFmPNR,AVE,1
ZVMnbpzHXK,KPENDJAL-OUEST,3
iZOtVYroJd,KPENDJAL-OUEST,2
zgHOvuGdmZ,KPENDJAL-OUEST,1
DFnBUVeJwU,TONE,5
GfQgzNkQHE,PLAINE DU MO,1
lejpdItlwH,KPENDJAL,5
DwekpsiydK,Unknown,23
aKzuRMIgvK,KPENDJAL,3
YUPUKSAIMO,PLAINE DU MO,2
laUkcybqhJ,BINAH,1
bQXhpQtWNp,DOUFELGOU,2
JHtwryoVie,AGOE-NYIVE,1
swDofCoafd,AGOE-NYIVE,2
vOyGseCqEm,AGOE-NYIVE,1
ZzzawbmNfk,BINAH,1
EYCADfAwdo,BINAH,1
NUtIbkFRva,BINAH,1
aSpAQqOnRJ,ZIO,1
UxAJkiBjlv,AVE,1
cMOknwOyzu,TCHAMBA,14
rJAPaflfZw,TCHAMBA,9
dyrrCwCdEP,TCHAMBA,8
kcaFcvPYkG,PLAINE DU MO,5
DYponYOtdu,OTI-SUD,13
DTuGRpTYSK,AKEBOU,7
NaficwxEvQ,AKEBOU,9
zYdOAwtytX,AKEBOU,8
NbhVeyXgWq,AKEBOU,4
HBIYQxNGSW,SOTOUBOUA,12
SMuqSKCnZA,OGOU,8
LOPoEfCCUP,OGOU,14
whklOxazbO,OTI,6
IQlbyHMuJm,OTI,13
kNflXMaRCt,KPENDJAL,5
jMFZqtHcGd,KPENDJAL,5
bgdKSBRhzs,KPENDJAL,2
CScWfctHnj,KPENDJAL,4
wKAFYQUzPs,KPELE,9
XxEFcyAuUH,KPELE,9
hQKKOGXvLu,KPELE,10
aIAqzmDCXE,TCHAMBA,12
EiaSNgqfWG,TCHAMBA,9
IqWgKhGyju,OTI,8
AaawEhhIRa,OTI,11
hqhkPOYdoU,OTI,7
dGesslJJdz,TCHAOUDJO,3
sAMKobgXOs,TCHAOUDJO,8
NHDTQUpmZl,WAWA,4
HUONmMUWTV,WAWA,3
rtKKSILNGX,ANIE,7
pAqMCRieoH,ANIE,2
TLyOlzgZFy,ANIE,16
GZoAMDsevu,ANIE,12
VqGWSxnoSB,KPELE,9
QJrdwAARWP,KPELE,7
MRjyzbOAfJ,AGOE-NYIVE,4
SAepputQIJ,AGOU,4
xMrwhHCgcC,AGOU,6
sbMMRXHWlA,DANKPEN,15
WRFtJAqJHm,VO,4
wmyAJISQoE,VO,8
sscGOWmTcr,VO,9
RXOPashdsl,SOTOUBOUA,16
CCjaSRuFZy,SOTOUBOUA,12
sSFBDlDpaF,TCHAMBA,7
GSjJugXCaq,BASSAR,29
VqGWSxnoSB,AKEBOU,12
lMZGCsCnsS,SOTOUBOUA,7
lMCfKVlySO,BLITTA,8
yTuipTWBjt,BLITTA,5
leRJogPPnD,BLITTA,10
oGBBNprFLK,BLITTA,13
FoVXqPnuHd,VO,4
AaawEhhIRa,AKEBOU,7
MQhnpLSWmh,AKEBOU,6
yiJQHqojhy,ANIE,9
tJJxMfkxYb,ANIE,9
gNdNMWRVVK,MOYEN-MONO,3
WkzIMOgJkS,MOYEN-MONO,2
ybfXwoTOIB,BASSAR,26
hueAPdgLdU,BASSAR,19
VjiPScBFGF,BASSAR,15
gGNvtMVsZF,SOTOUBOUA,7
JshuzUxeoH,HAHO,1
AxyvKBckMr,BLITTA,5
yKFQNXyPic,BLITTA,12
FqzmWqeIBN,AKEBOU,7
QVPqLwIIAe,KERAN,5
riFCrfggWQ,KERAN,4
fIZJVXncRk,KERAN,8
qTJQBeleRR,KERAN,6
dGesslJJdz,DANKPEN,9
PeusZvtMjk,KOZAH,4
BYchYSyqVC,AMOU,3
SeqYxJSnsT,AMOU,1
qcskJLpqeJ,CINKASSE,4
vhiduYHhpg,CINKASSE,3
fxbDhUtQlR,CINKASSE,3
jJigJkKZUd,TCHAOUDJO,3
QsmkpTqIke,ZIO,2
dGfPySamIT,ZIO,5
WzfOBUyuKl,AVE,9
CaNaOEkaIY,KERAN,3
XIMdjewycb,Unknown,28
bZvWYAmjGh,DOUFELGOU,4
WLjpZNuKnx,DOUFELGOU,4
MUtBQpFQRw,DOUFELGOU,3
AaKCsooJgY,OTI-SUD,4
morcWCUlfv,OTI-SUD,5
fBVtJIOofJ,OTI-SUD,5
qCmErGAHbD,WAWA,1
tLpHgGzsBC,WAWA,1
KiPnIUXYqs,DOUFELGOU,2
VuJqFsGITK,DANKPEN,9
hAiLgrTSEW,MOYEN-MONO,1
ReNRCDHcqZ,MOYEN-MONO,1
ANnpaBqoKb,MOYEN-MONO,1
FSKqEXXvfu,ANIE,8
utnMALLASm,DANKPEN,9
lCJsWrEQOo,HAHO,1
ZISgJQTIYe,AGOU,4
qkqRyNFZwl,AGOU,3
MRjyzbOAfJ,AGOU,3
tbmSJSWtXZ,AGOU,3
kkhBvxKiOp,EST-MONO,6
jZfnWkiaaa,OGOU,7
cwpKFRUvkr,OTI,8
PqKvVNqmwR,KPENDJAL,4
DTuGRpTYSK,KPENDJAL,5
mCndLeBGMM,KOZAH,3
VtfVmimlyD,KOZAH,3
AaKCsooJgY,KOZAH,4
GTSqfBzCft,KOZAH,3
HFuHhFZxEg,Unknown,39
ozVYHgNCbA,CINKASSE,4
EqZlVNJYoJ,Unknown,28
NcLnQIbjfg,Unknown,23
iymcIyjaKw,TCHAMBA,10
lKzXyxgDhE,KOZAH,3
gnGIUNfJqV,WAWA,2
oglAFNPvjT,TONE,6
HwQqxNPTQK,TONE,5
PJacssMYLF,TONE,3
AaawEhhIRa,TONE,7
wmJuEMcdRd,AGOU,1
DqAbgayQaH,VO,2
MJzAYJaCaO,KPENDJAL-OUEST,1
