name,regions,count
xPduZOWJSH,SAVANES,23
wiBGamfrmV,SAVANES,37
oGBBNprFLK,PLATEAUX,46
xkThzuCDAY,CENTRALE,43
ipXQWkpeZu,CENTRALE,41
AEKnAnngAv,CENTRALE,41
MUtBQpFQRw,SAVANES,27
CGbKIWfKzS,KARA,46
amMBDBUUvV,MARITIME,16
IbTrJUaZuS,MARITIME,18
JIyRoxZbUh,MARITIME,12
eZdziMulBE,MARITIME,15
TsdtSZAAjD,MARITIME,8
SwTJzGoKSI,KARA,33
yMlzPfwvRF,Unknown,20
UeuReFqmqD,Unknown,21
pLeFzUJMnH,Unknown,28
mSLozkLtyf,Unknown,22
ixgtPfMtcF,Unknown,30
VJFFcPyvny,CENTRALE,36
SBvPNdHvkD,CENTRALE,35
FWxsvobejh,CENTRALE,41
CRClDwftom,CENTRALE,47
qztazmUTYq,CENTRALE,38
utnMALLASm,CENTRALE,46
NJqmUyFOdx,CENTRALE,43
oPbUuvHBgi,SAVANES,23
dIZzFczUIO,SAVANES,31
kcPWkViWeQ,SAVANES,33
WLLHViBXaK,SAVANES,21
ZzzawbmNfk,SAVANES,24
ruNGTTGsry,PLATEAUX,41
oxnZdbxnvn,PLATEAUX,39
SYqEzGJYTQ,CENTRALE,37
kKNTKcBBIF,PLATEAUX,56
AedhWiaPqi,SAVANES,22
DKPYCgMoYm,SAVANES,24
svuCPzHHDw,KARA,35
AlmSecyCrd,KARA,55
RMAAkWOEls,KARA,48
FZwYwVYWzf,PLATEAUX,42
FmeGrkvLDt,PLATEAUX,39
oglAFNPvjT,MARITIME,14
TWRFrKNwqy,MARITIME,14
AGdRPdgtbK,MARITIME,13
wTBCLBAKSO,KARA,51
wsWDzKQWnF,MARITIME,11
aTGHRQlzWn,KARA,55
kLllsfyBzV,SAVANES,32
oIbyXYpcAp,KARA,47
ecejgKNjoL,Unknown,32
JshuzUxeoH,Unknown,23
HDZKodHwjE,Unknown,22
YYDzPMCwaj,CENTRALE,37
yjDawEVIph,CENTRALE,37
iLroMLiXNJ,SAVANES,32
QGbYfjEEUN,SAVANES,32
bgdKSBRhzs,SAVANES,20
okVSvsHYTv,SAVANES,29
nwucGHfJZc,PLATEAUX,57
aSpAQqOnRJ,CENTRALE,42
SkDpHjHaTE,PLATEAUX,41
AaKCsooJgY,SAVANES,24
SRwLuliAwr,SAVANES,32
WbnHoIFCmD,PLATEAUX,45
ndiLZkxcOB,CENTRALE,37
EfjymfRMbO,MARITIME,16
JgpavfITSP,MARITIME,13
dsBHAdXrrk,MARITIME,12
LIjXuoqhUZ,KARA,56
JCOKHWhNCl,KARA,55
QMQuGLWNMF,CENTRALE,37
PWbKsnVcyQ,KARA,57
qfTcXuzMwC,MARITIME,13
PDZFqfSCnw,MARITIME,15
iTISiQNqAr,Unknown,33
AUTkwbgHqI,Unknown,26
EYhApuDvLA,Unknown,26
jxjpEIXJNY,Unknown,22
amMBDBUUvV,CENTRALE,42
HugrCcAxzg,CENTRALE,45
MUIjVCDoEa,CENTRALE,41
skIOopvdDk,CENTRALE,37
OMwCRfaoHD,CENTRALE,49
bONpclnWek,SAVANES,31
bctELoKLXw,SAVANES,26
NyxIlyEvus,SAVANES,26
UuwKOhOOEp,SAVANES,34
YUPUKSAIMO,SAVANES,24
IcVOSRVSEB,PLATEAUX,53
UNxAVraCBK,CENTRALE,34
qHbCFZbeqv,PLATEAUX,52
bkanszCcLO,SAVANES,27
HAfyJgJWGA,SAVANES,21
HQTOutwkjU,PLATEAUX,42
QzTXATgcEd,PLATEAUX,49
mMSHSilfqR,PLATEAUX,38
tdquKTjSND,KARA,47
QJrdwAARWP,MARITIME,17
qcskJLpqeJ,MARITIME,11
lCJsWrEQOo,KARA,51
xceGzedNsY,MARITIME,7
LySPboXRJq,CENTRALE,32
LKSRljOHSi,CENTRALE,27
cSHNJFyQnS,KARA,56
stHoeJDHYZ,Unknown,23
kcaFcvPYkG,Unknown,26
oxnZdbxnvn,Unknown,28
JEJagTmVmX,Unknown,25
wzNphlhEzM,Unknown,19
JhVHCvTQWa,Unknown,28
vikIMTVuec,CENTRALE,44
NbhVeyXgWq,CENTRALE,29
lBbneyUdpV,CENTRALE,38
zSGmxiFras,CENTRALE,47
FqzmWqeIBN,CENTRALE,43
upWCirugqI,SAVANES,25
qcskJLpqeJ,SAVANES,21
IDphzsEknT,SAVANES,31
pXBbuWstRf,SAVANES,26
ZjWSSiDtdL,PLATEAUX,43
OOJalOIuJR,PLATEAUX,59
maNvjguwmL,PLATEAUX,47
qInBkNuqie,PLATEAUX,56
UEFGXVqVrd,PLATEAUX,47
hbEKRhQncc,SAVANES,23
DTuGRpTYSK,SAVANES,27
IcBmDOrMRa,CENTRALE,39
HkWguDIfpS,SAVANES,28
AtJvmmmRmW,KARA,51
HkWguDIfpS,KARA,61
aOhYpPjaRM,PLATEAUX,39
CRClDwftom,MARITIME,16
jHONfpPRYZ,KARA,42
kHvRKmzbkc,KARA,32
NHnOnMxtqo,KARA,46
bQTArhpSSa,SAVANES,18
yBJaOlsnOW,MARITIME,19
gGNvtMVsZF,Unknown,18
QOyKySZsjs,Unknown,19
povJVGLkoa,Unknown,21
UMzahSeHAN,CENTRALE,53
fBVtJIOofJ,CENTRALE,41
MeTEPQRzdm,CENTRALE,39
VLDiQDZXWF,CENTRALE,46
CmrbaxcQph,SAVANES,26
gKEWhIgzeS,SAVANES,25
CQEXACWfyh,SAVANES,22
wOAlyANdZh,PLATEAUX,49
gCXaKCzHgQ,CENTRALE,43
xeIoKirXzF,CENTRALE,41
vybkprKTvN,CENTRALE,37
yTuipTWBjt,PLATEAUX,51
wsWDzKQWnF,PLATEAUX,50
NtbwWxPCpd,KARA,57
XIMdjewycb,KARA,50
wKAFYQUzPs,KARA,55
JhVHCvTQWa,KARA,45
qabBOscpgy,PLATEAUX,37
iVZgDwcEYU,MARITIME,14
JUHkrKtOLf,MARITIME,12
fddDfReEWS,MARITIME,11
YezRGHjpnb,PLATEAUX,52
bPbNEGFKQC,MARITIME,14
RBDklSsXkt,MARITIME,17
bFmbnJnppt,CENTRALE,32
QvkeuBfZDR,MARITIME,12
BPZdpnMrQX,SAVANES,21
gheZLWoinq,Unknown,25
GZoAMDsevu,Unknown,28
MQhnpLSWmh,Unknown,22
zvoiMpXZyl,Unknown,25
MkJdKpHqVq,Unknown,21
MJKWEawMBC,CENTRALE,35
SkbPdFPpRl,CENTRALE,44
IdYycyWmjl,CENTRALE,39
bdvjmfSTsU,CENTRALE,37
UAHdDuyIeM,SAVANES,25
fGfyHISsfA,PLATEAUX,53
MwwaFwHBKL,PLATEAUX,33
JHtwryoVie,SAVANES,24
DhHNvWluua,CENTRALE,36
MtCtlnflji,KARA,39
PbRfzosOyI,MARITIME,21
yNvBZLSwky,KARA,58
MQhnpLSWmh,KARA,51
StyaQWIxhf,MARITIME,14
YBBauxrJRx,KARA,51
JqcGbIMhFn,MARITIME,16
SrXVvCoUNT,MARITIME,12
YBBauxrJRx,Unknown,36
vLPMuPwesn,Unknown,25
YhaWUvKAwO,CENTRALE,48
HojSyqGASE,CENTRALE,36
UBjPeHTMSJ,CENTRALE,32
KwueEyygvj,SAVANES,31
XXOsfAbtCm,SAVANES,23
JBdasUrdZZ,PLATEAUX,54
TTukgLnomN,PLATEAUX,51
tJGNHwzslg,CENTRALE,29
FotIRBcYnB,PLATEAUX,36
MYNZcwCcTX,PLATEAUX,50
rRBPnMdqKx,SAVANES,25
BWACTSbnDT,SAVANES,31
ZZfNnZytXW,CENTRALE,36
hbEKRhQncc,CENTRALE,36
uFZSRfIWVX,KARA,50
tmsNSVtcYF,KARA,59
cgibJqKipZ,KARA,46
YUTrQHhnDF,KARA,62
ZOLjLzXgtQ,MARITIME,9
klfhtuUdnG,CENTRALE,46
KbnRaCwoPO,KARA,51
mNvPMQdHNv,KARA,52
fgUGpjgzXk,KARA,52
VuJqFsGITK,KARA,43
ygMEXUQDbn,KARA,49
FXZOhJEIzg,Unknown,38
upWCirugqI,Unknown,23
YESMrTuLio,Unknown,25
KbVDiKanAc,CENTRALE,39
ANnpaBqoKb,CENTRALE,34
XmyGROxnSY,CENTRALE,31
pLeFzUJMnH,SAVANES,27
GbEyXOTqrf,SAVANES,21
dSbpmigxHS,PLATEAUX,37
VWAZXcxOwE,CENTRALE,36
cgibJqKipZ,PLATEAUX,35
hZvsVsiGbO,PLATEAUX,46
sJvqRmcCAo,PLATEAUX,50
JWtZEHrWsR,PLATEAUX,50
idRaVutnLw,SAVANES,21
uOAmUlHQos,SAVANES,30
oPbUuvHBgi,KARA,53
blEUAqlsRX,KARA,43
FqzmWqeIBN,MARITIME,9
mlYYwQmWZT,MARITIME,16
AasVYySWrX,SAVANES,29
UYzlVizviG,KARA,47
MgqQtXBeFP,KARA,42
zXxJyZETOR,KARA,47
iqgEhaVoXu,KARA,50
aRWorldfhg,MARITIME,10
mlYYwQmWZT,Unknown,32
fgUGpjgzXk,Unknown,24
iymcIyjaKw,Unknown,23
ZuLaiYuunH,Unknown,20
XnMzZAZGDz,Unknown,23
kFdPLjiokX,Unknown,27
bNhDNxmBoW,Unknown,25
MYNZcwCcTX,Unknown,26
kcPWkViWeQ,Unknown,18
FSKqEXXvfu,Unknown,25
QQPIKxwzVJ,Unknown,27
NtbwWxPCpd,CENTRALE,40
QLznuiBdoY,CENTRALE,44
iTISiQNqAr,CENTRALE,39
dkhpNFwiHi,SAVANES,30
mfGbRxVwki,PLATEAUX,35
izSmTsWlnn,SAVANES,23
GmgFVkcBZD,PLATEAUX,49
pIXwDvrwnG,PLATEAUX,39
FqzmWqeIBN,PLATEAUX,60
nTcayLUbsO,CENTRALE,41
YosNCLWrFL,CENTRALE,38
YRmmDyznJu,SAVANES,27
SeqYxJSnsT,CENTRALE,37
iVZgDwcEYU,KARA,51
yjDawEVIph,KARA,53
CWEaPfsxDd,PLATEAUX,43
frZikyfXNP,MARITIME,14
ZjWSSiDtdL,MARITIME,19
zIxnsQiuyY,MARITIME,12
DJbXtdBIln,KARA,49
bMEhEdHvEx,MARITIME,10
jcdTKCpPut,MARITIME,14
eFcLLNOkXl,MARITIME,17
LySPboXRJq,MARITIME,11
XzHqYYZkNc,KARA,52
TTukgLnomN,MARITIME,6
rvbTpoDiTG,MARITIME,12
FqzmWqeIBN,Unknown,21
tCEjDGYMpP,Unknown,32
NfhDWwJCLO,Unknown,33
RertEDlxad,Unknown,27
StyaQWIxhf,Unknown,21
TWqJpGQpuk,Unknown,25
TzgNxHLklN,CENTRALE,32
WgMwBmzvJI,SAVANES,30
XiKpNMsHxn,SAVANES,27
LuwPfazSuK,PLATEAUX,46
ptudOnjdRU,PLATEAUX,41
qCmErGAHbD,PLATEAUX,44
vWVSNYxdLR,PLATEAUX,43
GSjJugXCaq,SAVANES,29
oWIRERNFAd,SAVANES,25
AVkNVyOMzy,SAVANES,20
ytrjMrxzlO,CENTRALE,34
tonLBGQuSV,KARA,50
ZEyRMTfnfu,KARA,51
zJBJiicWQP,MARITIME,19
SAepputQIJ,MARITIME,18
rQQsMfPgER,MARITIME,12
zLbZKTJNoS,Unknown,33
jcdTKCpPut,Unknown,26
pVQcoosDdg,Unknown,34
mrjYHuDBpx,CENTRALE,43
PDZFqfSCnw,CENTRALE,49
lrfyjRJVDe,CENTRALE,32
BQtMZqAokF,PLATEAUX,50
vAwnWzAdpz,CENTRALE,50
FotIRBcYnB,CENTRALE,33
tyCEirACrD,CENTRALE,39
qlmeAxeFWJ,PLATEAUX,37
MQHEOdAbZm,PLATEAUX,36
NJqmUyFOdx,SAVANES,26
GqfQcmUGER,SAVANES,28
vEQATYlCxa,SAVANES,28
LKSRljOHSi,PLATEAUX,55
rRmRPRzpPA,PLATEAUX,41
VuJqFsGITK,CENTRALE,36
EXIjNExlZx,CENTRALE,34
hApMdEppaa,KARA,48
lynuPtHkoS,MARITIME,12
AVkNVyOMzy,KARA,60
BWACTSbnDT,MARITIME,7
hTYedXuVwS,MARITIME,8
EjCJZeCefL,MARITIME,11
XCFXXkOFDC,MARITIME,11
BTzVOXUmtE,SAVANES,22
fxVlUDSPMc,Unknown,28
JUHkrKtOLf,Unknown,15
xPduZOWJSH,Unknown,23
jEKQLrKUTH,Unknown,24
cbtvbzbRWh,CENTRALE,35
uBfDcSdVgQ,CENTRALE,33
PGROltGVku,CENTRALE,50
YTzSyOzNPv,CENTRALE,46
zZkqaZFAtz,SAVANES,32
OtFfOxcGMu,SAVANES,22
DVwdKknQQS,SAVANES,27
HmXwlwGPuT,PLATEAUX,37
izSmTsWlnn,PLATEAUX,50
qCPWbXygQa,PLATEAUX,51
HbZYYBsKHV,PLATEAUX,45
AaKCsooJgY,PLATEAUX,52
eHvpkmFarn,PLATEAUX,48
dBwyGrqwqo,PLATEAUX,54
ZxDgrIqzha,CENTRALE,36
oSbAqwiOsw,PLATEAUX,52
FGybsTmlCa,SAVANES,29
dJSvXqUVSY,SAVANES,21
djdQkxVwqo,PLATEAUX,42
AxyvKBckMr,PLATEAUX,43
UYzlVizviG,CENTRALE,39
MUtBQpFQRw,KARA,45
ojehpQgSrl,KARA,48
DJbXtdBIln,PLATEAUX,52
iAqPrFZkVP,MARITIME,13
QzfXSkNQiL,MARITIME,12
VLDiQDZXWF,MARITIME,11
XUrMCSAQcl,MARITIME,9
WzfOBUyuKl,CENTRALE,40
wVqnidxTXT,MARITIME,10
RYePfXAeXq,MARITIME,17
SRwLuliAwr,Unknown,25
LpJzZrzCrS,Unknown,23
GVwjVxGtco,Unknown,25
WqKloEOPlw,Unknown,18
rRmRPRzpPA,Unknown,29
XmyGROxnSY,Unknown,25
ZVMnbpzHXK,MARITIME,8
XtBzsiKfOs,CENTRALE,38
XUpEywbCRm,CENTRALE,46
mrjYHuDBpx,SAVANES,27
DqAbgayQaH,SAVANES,23
idRaVutnLw,PLATEAUX,36
aRdOKnlBvg,PLATEAUX,49
TyWCGdMdAM,PLATEAUX,53
zZkqaZFAtz,PLATEAUX,49
yBJaOlsnOW,CENTRALE,44
vXYTAznQFE,CENTRALE,38
WVHwlmNkLa,SAVANES,29
OoiUuLBDLg,KARA,58
xplsWnyETU,KARA,47
utnMALLASm,KARA,54
JYTaDlyhoJ,KARA,41
GTSqfBzCft,KARA,46
VjiPScBFGF,KARA,47
tFPWYsBmKO,MARITIME,11
ybfXwoTOIB,MARITIME,11
morcWCUlfv,MARITIME,20
UBjPeHTMSJ,KARA,45
ayEzTOeqlf,KARA,44
yfsZRWrzFK,MARITIME,17
rrizRADpnV,MARITIME,19
WkzIMOgJkS,Unknown,32
mNlCVRIeBc,Unknown,29
BgmwSUgmji,Unknown,25
PkPjUYMjzx,CENTRALE,48
sJvqRmcCAo,CENTRALE,42
ZVMnbpzHXK,SAVANES,25
JzsJVuVzCs,SAVANES,19
fnmFFTzlpW,SAVANES,32
ybfXwoTOIB,PLATEAUX,47
pPAREryhNY,CENTRALE,31
zSGmxiFras,PLATEAUX,41
jJigJkKZUd,SAVANES,24
RVKwUZsMZp,PLATEAUX,47
vybkprKTvN,KARA,53
OOJalOIuJR,KARA,56
yRADykVpRf,MARITIME,13
OsDFMmUika,MARITIME,17
YezRGHjpnb,KARA,39
RHwQjmZACX,KARA,54
dIZzFczUIO,KARA,53
uOAmUlHQos,MARITIME,13
YhCoydLtxG,MARITIME,13
mSLozkLtyf,MARITIME,8
utnMALLASm,MARITIME,6
UEFGXVqVrd,KARA,41
kEPdsLrUmM,Unknown,22
SHqxJNJCYS,Unknown,25
GjGNnFAHAd,Unknown,18
oHHeRbFfEv,CENTRALE,42
utnMALLASm,SAVANES,27
HojSyqGASE,SAVANES,29
PGiqQSpzov,PLATEAUX,51
ZHSjLEHfDc,PLATEAUX,40
rHrHUuinDi,PLATEAUX,36
qHbCFZbeqv,CENTRALE,39
VBmYQKZpes,PLATEAUX,39
WGBmXsYiOj,SAVANES,19
DgENjcsCZV,SAVANES,21
XCFXXkOFDC,SAVANES,25
dWgAxvDvhT,SAVANES,29
lwjEmkzQNj,CENTRALE,38
NWzJeACtDf,SAVANES,29
dGfPySamIT,CENTRALE,48
IZEaLxYaBi,CENTRALE,38
aNGoLSaKjJ,KARA,53
jxCkQxbZYq,KARA,47
bgdKSBRhzs,KARA,42
eFTtZrCHXc,MARITIME,12
vLPMuPwesn,MARITIME,12
KbUQFLqqFj,MARITIME,14
OFvNEylNLu,KARA,37
OyPkMgUDbd,KARA,51
aIxMhEdgXW,KARA,37
HAuViSJSst,MARITIME,11
kPLmQfcQpz,MARITIME,14
vfIkaweSRw,KARA,40
MwwaFwHBKL,Unknown,26
IbTrJUaZuS,Unknown,26
ktUwmfepNJ,Unknown,23
eHvpkmFarn,Unknown,24
ojehpQgSrl,CENTRALE,37
oqYPyoLIda,SAVANES,26
XnMzZAZGDz,SAVANES,26
NaiBOdAXsp,PLATEAUX,52
VuJqFsGITK,PLATEAUX,47
FgfTesnjYL,CENTRALE,39
RVqdDcQCth,PLATEAUX,46
tLpHgGzsBC,SAVANES,25
TWTZnhNORc,CENTRALE,37
PJacssMYLF,SAVANES,25
NAbSoyFhvh,SAVANES,26
qsjAsuFOgs,KARA,39
qyCjOyGFVC,KARA,44
IVyaRiYjnT,KARA,52
ixgtPfMtcF,MARITIME,14
QMwkYDHkof,MARITIME,13
rJAPaflfZw,MARITIME,14
WLQOzjWYfb,KARA,41
LOaWMxZFCg,MARITIME,16
ZzzawbmNfk,MARITIME,9
CaNaOEkaIY,MARITIME,17
mVhYNnciWW,Unknown,28
iVZgDwcEYU,Unknown,22
YtJwPvzKLZ,Unknown,22
zSGmxiFras,Unknown,25
cFVmHlnmfD,CENTRALE,37
yXjRpJynYk,CENTRALE,41
BEGhLiPIch,CENTRALE,39
KbnRaCwoPO,SAVANES,24
RMAAkWOEls,SAVANES,26
YeTLsGkHWx,SAVANES,31
vvwEzIfGpP,PLATEAUX,50
kkhBvxKiOp,PLATEAUX,41
AGdRPdgtbK,CENTRALE,40
irDykfVNyX,PLATEAUX,52
PbRfzosOyI,PLATEAUX,59
OMwCRfaoHD,SAVANES,28
aIAqzmDCXE,SAVANES,36
QtXbAFQsZb,PLATEAUX,52
XmyGROxnSY,KARA,63
RztUEfmDrT,KARA,53
XUrMCSAQcl,KARA,54
qIBIaIrwAT,KARA,52
QOpgXgWkUp,KARA,48
JvMaGtoVsW,MARITIME,20
kncczthuUU,MARITIME,18
qztazmUTYq,MARITIME,11
eZKTVgnWxe,SAVANES,23
VtfVmimlyD,KARA,32
qYPljWyHVg,KARA,55
uXZrufHOmE,KARA,54
qtfZpgkkow,MARITIME,13
TzgNxHLklN,MARITIME,12
RDaOnaMCTV,MARITIME,7
AasVYySWrX,Unknown,33
fxbDhUtQlR,Unknown,17
iBbmdmTWEX,Unknown,33
PkPjUYMjzx,Unknown,25
CcQXgNmxnD,Unknown,28
UUXpmppfzo,Unknown,24
qsjAsuFOgs,PLATEAUX,51
QfCQVnESPU,PLATEAUX,43
fVqkkxNHhG,PLATEAUX,48
DTuGRpTYSK,PLATEAUX,54
KbxhvMwzfe,PLATEAUX,52
GPVxlTgFZg,CENTRALE,35
VJFFcPyvny,SAVANES,29
ZuLaiYuunH,PLATEAUX,38
BiNYEqkmfd,KARA,49
WkJLcgJayz,MARITIME,9
SeqYxJSnsT,MARITIME,13
YYDzPMCwaj,KARA,58
bbULZsbSzH,MARITIME,7
bZvWYAmjGh,KARA,56
HAfyJgJWGA,KARA,46
XFhWegeEzL,KARA,38
tCEjDGYMpP,SAVANES,18
fIEKotAegd,MARITIME,10
wOAlyANdZh,MARITIME,7
nykhjnYqIs,Unknown,28
DhHNvWluua,Unknown,34
oWIRERNFAd,Unknown,18
zYdOAwtytX,Unknown,19
McmTeYfIvC,Unknown,26
qsjAsuFOgs,CENTRALE,45
BgmwSUgmji,CENTRALE,47
MkJdKpHqVq,CENTRALE,37
mSLozkLtyf,CENTRALE,30
KcOffvromc,CENTRALE,40
avrINItACP,PLATEAUX,49
SYqEzGJYTQ,PLATEAUX,53
FWxsvobejh,PLATEAUX,40
DZrnxkCrGa,PLATEAUX,43
gPWJPuaXKL,PLATEAUX,49
BACHlCiCAb,PLATEAUX,42
DgMxmdyGUf,CENTRALE,39
WSdMzvPJEp,PLATEAUX,56
AtJvmmmRmW,SAVANES,22
KiPnIUXYqs,SAVANES,26
ZHSjLEHfDc,SAVANES,22
FxJBErMcuY,CENTRALE,30
iTISiQNqAr,KARA,50
bQTArhpSSa,KARA,56
AMhiFaRiXH,KARA,50
DgENjcsCZV,KARA,48
giGYPsFMLe,PLATEAUX,40
rFFUBynNSh,MARITIME,18
TAkRZSoiff,MARITIME,14
lPJLmbcvMa,MARITIME,11
wmJuEMcdRd,SAVANES,34
PnmRDcsrjx,MARITIME,12
ANnpaBqoKb,KARA,47
iLroMLiXNJ,KARA,42
lFwFKrUUBY,Unknown,20
kKWOMygLJv,Unknown,26
hIVnCXHYRu,Unknown,28
zgHOvuGdmZ,Unknown,23
oPbUuvHBgi,Unknown,33
kkhBvxKiOp,Unknown,23
XiKpNMsHxn,Unknown,23
wtLahGMgBA,Unknown,24
pXBbuWstRf,CENTRALE,34
UyJLCDWzzs,CENTRALE,48
hrvIKPBhYK,SAVANES,32
DmeZkMpElS,SAVANES,24
jEKQLrKUTH,SAVANES,31
TQzbSOuJSc,SAVANES,26
buwNyRhUpz,SAVANES,23
kKNTKcBBIF,SAVANES,25
QtXbAFQsZb,SAVANES,19
HWtrxWlsRj,PLATEAUX,54
OyPkMgUDbd,PLATEAUX,60
LOaWMxZFCg,PLATEAUX,46
ZISgJQTIYe,PLATEAUX,54
otcUfMSjlb,PLATEAUX,51
ptudOnjdRU,SAVANES,18
MyKGMoJmhB,SAVANES,26
tyCEirACrD,SAVANES,26
SMuqSKCnZA,SAVANES,28
pvMOTvkwXO,PLATEAUX,49
VBmYQKZpes,CENTRALE,45
kLllsfyBzV,KARA,57
YnVDmyOZKz,KARA,60
okVSvsHYTv,MARITIME,13
UYzlVizviG,MARITIME,10
asTXooIIOV,KARA,42
gMGXGXdSes,KARA,47
qIBIaIrwAT,MARITIME,15
pXBbuWstRf,KARA,46
DljOEeuyWJ,Unknown,27
NFKHIoqbNt,Unknown,38
NbmtdveYjH,Unknown,27
fGfyHISsfA,Unknown,28
mMSHSilfqR,Unknown,32
HQTOutwkjU,Unknown,23
gghKDooQRp,Unknown,21
ceziKFFyBN,CENTRALE,33
avrINItACP,CENTRALE,23
ShqzWdRqPU,CENTRALE,45
UDucbUSZmf,CENTRALE,38
ShqzWdRqPU,SAVANES,35
HUONmMUWTV,SAVANES,27
MJzAYJaCaO,PLATEAUX,39
EXcbIHRxSP,CENTRALE,39
APlaUZaAhr,SAVANES,21
TiwIWgxNDk,SAVANES,28
XrjUlgrTZi,PLATEAUX,48
ixgtPfMtcF,PLATEAUX,50
PqKvVNqmwR,SAVANES,22
UWgavSMUps,CENTRALE,40
yKFQNXyPic,KARA,50
pCfiQabAHL,MARITIME,16
EXcbIHRxSP,KARA,42
amMBDBUUvV,KARA,44
kKNTKcBBIF,MARITIME,25
RertEDlxad,MARITIME,15
FotIRBcYnB,KARA,47
FXlARdgXWR,Unknown,22
ApDvhzOUJr,Unknown,30
SIoXRhfTSW,Unknown,20
MVTAtjawTk,Unknown,23
mJCEfixAoh,Unknown,24
DVwdKknQQS,Unknown,15
asoyxgYQhT,CENTRALE,37
RYLLuDZLrZ,CENTRALE,36
byiPUgprau,SAVANES,28
blEUAqlsRX,SAVANES,35
mlYYwQmWZT,SAVANES,23
lILvNwZpJg,PLATEAUX,50
PnmRDcsrjx,PLATEAUX,35
OXryhijRsq,PLATEAUX,39
hwNaQjPFNy,KARA,46
zZkqaZFAtz,KARA,50
sAMKobgXOs,KARA,40
vXYTAznQFE,MARITIME,16
aNGoLSaKjJ,MARITIME,13
tbmSJSWtXZ,MARITIME,14
MmIxVLmHhY,SAVANES,30
eZdziMulBE,KARA,56
bQXhpQtWNp,KARA,54
VLTcsprApa,KARA,43
VBmYQKZpes,KARA,51
bPeTUFClFy,KARA,43
AaKCsooJgY,CENTRALE,28
rGFlLwfpcW,KARA,47
NHDTQUpmZl,Unknown,30
DuzPHbeKFW,Unknown,41
ZVMnbpzHXK,Unknown,19
NHnOnMxtqo,Unknown,27
skIOopvdDk,Unknown,24
LKSRljOHSi,Unknown,24
ZBBCMZtnxU,Unknown,26
NFKHIoqbNt,CENTRALE,44
tJVBJkAsIk,CENTRALE,36
ewHOMNOyIp,SAVANES,26
lCOqTNPCFV,PLATEAUX,51
sktMIFqsds,PLATEAUX,41
AhgERedHbP,SAVANES,31
asoyxgYQhT,KARA,49
PbRfzosOyI,KARA,55
DgENjcsCZV,MARITIME,16
cgibJqKipZ,MARITIME,15
ZBIrLOvJnR,MARITIME,13
zjKDESgBgP,CENTRALE,36
HojSyqGASE,KARA,59
PcqSMaYSbu,KARA,49
CRBrRLxhvz,MARITIME,9
lpAchcvhBO,MARITIME,13
BACHlCiCAb,KARA,45
dBwyGrqwqo,KARA,36
SIoXRhfTSW,KARA,43
RBDklSsXkt,KARA,62
EiaSNgqfWG,Unknown,24
SykhnUuOiy,Unknown,16
QGbYfjEEUN,Unknown,24
kwklCJIDlS,Unknown,21
EfhlWiPAUL,Unknown,25
XCFXXkOFDC,Unknown,30
MQhnpLSWmh,CENTRALE,42
eHvpkmFarn,CENTRALE,48
wknmZkRsIm,CENTRALE,56
bbULZsbSzH,CENTRALE,45
UuwKOhOOEp,CENTRALE,39
YGYcLsXFRt,CENTRALE,43
riFCrfggWQ,CENTRALE,38
whklOxazbO,CENTRALE,31
BACHlCiCAb,CENTRALE,41
JNywlwyguE,SAVANES,21
czTZNuGAUb,SAVANES,30
FrrrxNmrzF,SAVANES,24
HFuHhFZxEg,PLATEAUX,50
lejpdItlwH,PLATEAUX,47
isjaYQNfQZ,PLATEAUX,52
eZdziMulBE,PLATEAUX,31
wiBGamfrmV,PLATEAUX,42
DxByldiJlV,SAVANES,23
yURSuqrHbG,SAVANES,20
mSLozkLtyf,SAVANES,20
TAkRZSoiff,CENTRALE,38
tbQleqKEbx,KARA,55
WVGemlXQsX,KARA,42
yofaYDcyWJ,KARA,47
usdHetXxKX,KARA,62
WgMwBmzvJI,PLATEAUX,43
VjiPScBFGF,MARITIME,14
ogRUjCsmuE,MARITIME,15
EfjymfRMbO,KARA,39
vybkprKTvN,MARITIME,9
QtpFCmMrGc,Unknown,25
qcskJLpqeJ,Unknown,19
AaJProAtlR,Unknown,25
SkDpHjHaTE,Unknown,29
hAiLgrTSEW,Unknown,25
povJVGLkoa,CENTRALE,37
DqAbgayQaH,CENTRALE,33
kyfEkHNhDh,CENTRALE,44
XzHqYYZkNc,SAVANES,26
RcPCHnSiQK,SAVANES,34
jcdTKCpPut,PLATEAUX,51
ZIWxRFoqYX,PLATEAUX,49
YhaWUvKAwO,PLATEAUX,48
hAiLgrTSEW,PLATEAUX,39
IvOrlIzYfz,PLATEAUX,66
aTYHkibWJz,PLATEAUX,43
mJCEfixAoh,PLATEAUX,49
WzfOBUyuKl,KARA,35
VJFFcPyvny,MARITIME,19
feaEGENFKe,MARITIME,15
ZIWxRFoqYX,MARITIME,12
SxikXNnsrf,MARITIME,19
YagmkwZKJE,MARITIME,17
sGfhgdtkVR,KARA,39
sHLZFdgmpU,MARITIME,12
QfCQVnESPU,KARA,49
gGNvtMVsZF,KARA,45
dBwyGrqwqo,MARITIME,11
RYLLuDZLrZ,Unknown,29
mrjYHuDBpx,Unknown,25
cbtvbzbRWh,Unknown,17
tQEElXPRrD,Unknown,24
SfYYdhfojI,Unknown,23
JNywlwyguE,Unknown,18
vWVSNYxdLR,Unknown,19
ewHOMNOyIp,CENTRALE,31
qlmeAxeFWJ,CENTRALE,39
