unique_id,consumption,proxy0,proxy1,proxy2,proxy3,proxy4,characteristic0,characteristic1,characteristic2,characteristic3,characteristic4,weight
447,0,4,5,3,5,5,group1,group2,group0,group2,group1,57
448,0,4,5,0,4,7,group0,group2,group1,group1,group1,64
449,0,4,2,3,2,2,group1,group2,group1,group3,group0,89
450,0,1,3,1,3,6,group1,group0,group1,group2,group0,98
451,0,1,6,0,5,0,group1,group1,group0,group0,group1,26
452,0,5,6,1,5,4,group0,group3,group1,group1,group1,89
453,0,4,5,2,7,7,group1,group2,group1,group3,group1,83
454,0,4,3,4,0,2,group1,group1,group0,group2,group1,31
455,0,3,3,2,1,4,group1,group1,group0,group0,group0,70
456,0,1,1,3,1,0,group0,group0,group0,group1,group0,59
457,0,0,2,1,4,8,group1,group0,group0,group0,group0,61
458,0,4,2,0,5,1,group0,group0,group1,group1,group1,51
459,0,4,6,4,3,7,group0,group2,group0,group3,group1,46
460,0,0,3,0,1,3,group0,group0,group0,group3,group0,71
461,0,4,0,1,6,1,group1,group0,group0,group2,group0,16
462,0,1,1,3,1,2,group0,group0,group0,group3,group1,59
463,0,2,3,5,2,6,group0,group1,group0,group1,group0,51
464,0,3,4,1,7,4,group1,group0,group0,group0,group0,69
465,0,2,5,5,4,4,group0,group1,group1,group2,group0,66
466,0,5,4,2,6,8,group1,group2,group0,group2,group1,78
467,0,2,2,6,1,8,group1,group2,group1,group0,group1,86
468,0,5,5,5,5,6,group0,group3,group1,group2,group1,10
469,0,1,4,2,5,4,group0,group0,group0,group0,group0,62
470,0,5,1,6,5,4,group0,group1,group0,group2,group0,61
471,0,2,5,1,1,6,group1,group2,group0,group0,group0,27
472,0,3,6,4,2,6,group0,group2,group0,group2,group1,97
473,0,5,3,3,7,8,group0,group3,group1,group2,group1,45
474,0,3,5,4,5,8,group1,group2,group1,group0,group0,88
475,0,5,4,6,2,2,group0,group1,group1,group0,group1,77
476,0,4,3,3,1,6,group1,group3,group0,group2,group1,90
477,0,5,5,2,5,6,group1,group2,group0,group2,group0,39
478,0,4,7,3,3,1,group0,group2,group1,group3,group0,47
479,0,1,5,3,2,0,group0,group0,group1,group2,group1,47
480,0,4,3,4,5,2,group0,group3,group1,group1,group0,96
481,0,6,8,0,4,4,group0,group3,group1,group1,group0,46
482,0,5,4,6,4,0,group0,group2,group0,group3,group1,40
483,0,7,4,0,2,7,group1,group3,group0,group1,group1,15
484,0,6,2,1,2,1,group1,group2,group0,group2,group0,99
485,0,3,3,0,7,4,group0,group3,group1,group0,group1,30
486,0,6,6,0,3,8,group0,group3,group0,group3,group0,61
487,0,4,7,3,3,4,group1,group3,group0,group1,group0,97
488,0,1,3,6,4,8,group0,group1,group1,group2,group1,17
489,0,3,7,0,7,3,group0,group2,group0,group1,group0,85
490,0,2,4,6,6,1,group0,group0,group0,group3,group1,90
491,0,2,6,3,1,8,group1,group2,group1,group0,group0,52
492,0,4,5,6,3,0,group1,group1,group1,group0,group0,18
493,0,1,2,1,7,6,group1,group0,group1,group1,group0,65
494,0,5,5,2,0,8,group1,group1,group1,group0,group0,17
495,0,3,7,1,6,2,group0,group2,group1,group3,group0,10
496,0,0,2,1,2,2,group0,group0,group0,group3,group1,46
497,0,1,3,5,1,0,group0,group0,group1,group2,group0,94
498,0,6,6,3,0,1,group1,group2,group0,group3,group1,42
499,0,5,3,0,2,1,group1,group3,group0,group0,group1,63
500,0,0,4,0,3,5,group1,group0,group0,group2,group0,50
501,0,1,5,3,1,6,group1,group0,group0,group2,group0,44
502,0,4,3,2,7,5,group1,group3,group1,group2,group1,75
503,0,1,3,2,5,3,group1,group1,group1,group0,group1,33
504,0,5,2,2,1,6,group1,group1,group0,group1,group1,92
505,0,3,6,5,6,1,group0,group1,group0,group3,group0,68
506,0,5,4,1,1,1,group0,group3,group0,group1,group1,60
507,0,6,8,4,7,5,group0,group3,group1,group2,group0,18
508,0,5,4,5,4,4,group1,group3,group0,group1,group0,37
509,0,5,4,3,4,7,group1,group1,group1,group1,group0,28
510,0,5,3,5,1,5,group1,group2,group1,group0,group0,77
511,0,2,2,5,0,1,group1,group2,group0,group1,group0,13
512,0,5,5,0,5,5,group1,group3,group1,group2,group1,84
513,0,5,4,2,3,1,group0,group1,group0,group1,group1,79
514,0,3,6,1,0,4,group1,group2,group0,group0,group1,52
515,0,5,7,5,5,0,group0,group3,group1,group3,group0,46
516,0,2,1,1,6,3,group0,group0,group0,group3,group0,58
517,0,2,2,0,7,8,group0,group2,group1,group0,group0,36
518,0,3,2,2,0,3,group0,group0,group1,group2,group1,92
519,0,4,1,6,3,4,group1,group0,group0,group2,group1,32
520,0,1,2,0,7,1,group1,group0,group1,group2,group0,96
521,0,5,7,1,3,1,group1,group2,group1,group1,group0,14
522,0,2,5,3,2,2,group1,group1,group1,group0,group0,98
523,0,1,4,2,0,6,group0,group1,group1,group1,group1,78
524,0,4,4,5,6,6,group0,group2,group0,group1,group1,71
525,0,3,3,5,1,2,group1,group3,group1,group1,group0,97
526,0,2,2,1,6,3,group0,group1,group0,group0,group0,24
527,0,0,0,2,7,5,group1,group0,group1,group0,group0,22
528,0,2,1,6,6,1,group0,group1,group1,group0,group0,58
529,0,4,5,4,4,3,group1,group2,group1,group3,group0,91
530,0,7,4,2,2,0,group1,group3,group0,group1,group1,77
531,0,3,3,0,2,8,group1,group1,group0,group2,group0,82
532,0,6,6,4,1,8,group1,group2,group0,group3,group0,28
533,0,5,4,6,1,3,group0,group2,group1,group3,group0,90
534,0,3,7,6,6,5,group1,group2,group1,group0,group1,23
535,0,5,7,1,4,0,group0,group2,group1,group2,group1,44
536,0,4,6,4,2,0,group1,group1,group0,group3,group1,43
537,0,3,4,2,4,6,group1,group3,group1,group2,group0,77
538,0,5,3,4,6,5,group1,group1,group0,group0,group1,55
539,0,4,5,3,4,3,group0,group0,group1,group3,group1,10
540,0,0,3,0,0,0,group1,group0,group1,group3,group1,28
541,0,5,6,1,5,1,group0,group3,group1,group2,group0,35
542,0,3,0,2,3,7,group0,group0,group0,group3,group0,31
543,0,4,0,1,7,3,group0,group0,group1,group2,group1,82
544,0,3,7,2,6,4,group1,group3,group0,group2,group1,40
545,0,4,2,5,7,7,group0,group2,group0,group1,group1,29
546,0,6,7,0,0,0,group0,group2,group1,group1,group1,50
547,0,3,7,2,7,4,group1,group2,group1,group0,group1,88
548,0,2,2,2,5,3,group0,group0,group1,group3,group0,57
549,0,6,2,2,7,3,group0,group2,group0,group1,group0,21
550,0,6,2,2,1,8,group0,group2,group0,group3,group0,83
551,0,1,6,4,6,3,group1,group1,group0,group2,group1,20
552,0,2,7,1,4,1,group1,group2,group0,group1,group1,73
553,0,1,3,4,3,1,group1,group1,group1,group1,group0,52
554,0,1,2,1,6,0,group0,group1,group0,group3,group1,67
555,0,4,4,4,1,5,group0,group0,group1,group0,group1,50
556,0,3,7,0,0,4,group1,group2,group0,group2,group1,75
557,0,4,6,3,2,0,group1,group1,group0,group3,group1,84
558,0,3,5,2,3,4,group1,group2,group1,group2,group0,86
559,0,4,2,3,6,4,group0,group0,group1,group3,group0,89
560,0,4,4,0,2,8,group1,group2,group1,group1,group1,64
561,0,3,7,6,4,8,group1,group2,group0,group0,group1,90
562,0,0,4,3,5,4,group0,group0,group0,group3,group0,54
563,0,4,4,4,2,5,group0,group2,group1,group1,group1,50
564,0,1,1,6,1,6,group1,group0,group1,group1,group0,52
565,0,3,1,0,2,3,group1,group0,group0,group0,group0,97
566,0,5,4,4,2,0,group0,group2,group0,group0,group0,67
567,0,3,1,6,2,3,group0,group0,group0,group3,group0,56
568,0,3,4,2,2,7,group0,group0,group1,group1,group1,38
569,0,4,4,5,6,2,group1,group2,group1,group1,group1,16
570,0,0,2,4,0,6,group1,group0,group0,group3,group0,68
571,0,4,7,6,7,2,group0,group2,group1,group1,group0,96
572,0,6,4,6,4,2,group1,group3,group1,group1,group1,48
573,0,5,5,5,7,2,group1,group1,group1,group3,group0,67
574,0,1,6,4,6,0,group0,group1,group1,group3,group0,86
575,0,2,6,1,6,0,group1,group1,group1,group3,group1,48
576,0,5,1,2,1,0,group1,group1,group0,group1,group1,85
577,0,5,4,2,0,3,group0,group3,group0,group3,group0,24
578,0,6,6,3,6,2,group0,group3,group0,group3,group0,88
579,0,7,4,3,1,7,group0,group3,group1,group2,group0,98
580,0,4,5,0,0,6,group1,group2,group1,group1,group1,63
581,0,0,0,4,4,3,group0,group0,group1,group3,group1,88
582,0,4,1,4,5,5,group0,group0,group0,group2,group1,33
583,0,4,6,5,0,4,group0,group2,group1,group2,group1,51
584,0,2,4,5,3,1,group0,group0,group1,group3,group1,73
585,0,3,4,5,7,8,group1,group1,group1,group0,group0,98
586,0,2,6,3,0,3,group1,group1,group1,group0,group0,26
587,0,5,1,6,3,4,group1,group1,group0,group3,group1,19
588,0,3,5,5,3,7,group0,group3,group0,group1,group0,29
589,0,3,6,0,7,7,group0,group3,group1,group2,group1,71
590,0,3,3,5,4,6,group1,group3,group0,group0,group1,84
591,0,4,3,4,3,6,group1,group3,group0,group1,group1,86
592,0,2,6,2,3,0,group1,group1,group0,group1,group0,21
593,0,4,0,3,7,7,group0,group0,group1,group1,group1,13
594,0,3,3,4,6,3,group1,group1,group0,group0,group0,55
595,0,4,3,4,7,0,group0,group2,group1,group0,group0,24
596,0,5,6,5,4,5,group1,group2,group1,group2,group1,57
597,0,0,5,5,5,8,group1,group0,group0,group1,group0,42
598,0,2,2,5,7,6,group0,group0,group0,group2,group1,13
599,0,1,4,6,7,3,group1,group1,group1,group0,group1,50
600,0,4,7,2,3,3,group0,group3,group1,group1,group1,50
601,0,0,5,3,1,5,group1,group0,group0,group1,group0,85
602,0,4,4,2,5,5,group1,group2,group1,group3,group1,80
603,0,4,6,1,7,2,group0,group3,group1,group2,group1,61
604,0,0,3,5,1,6,group0,group0,group0,group3,group0,23
605,0,2,5,4,0,2,group1,group0,group1,group3,group0,71
606,0,4,5,5,4,7,group1,group1,group1,group0,group0,92
607,0,6,7,3,7,0,group1,group2,group0,group0,group0,11
608,0,2,0,2,3,6,group1,group0,group0,group1,group1,83
609,0,2,1,6,7,6,group0,group0,group0,group0,group0,61
610,0,3,3,6,6,4,group0,group2,group1,group2,group1,87
611,0,1,6,5,5,2,group0,group1,group0,group0,group1,96
612,0,4,4,1,2,6,group0,group1,group1,group3,group0,88
613,0,2,4,6,0,7,group1,group2,group0,group0,group1,71
614,0,2,4,3,3,5,group1,group0,group0,group0,group0,12
615,0,2,3,4,3,5,group0,group1,group0,group0,group1,28
616,0,2,7,6,2,0,group0,group2,group1,group0,group1,49
617,0,0,1,6,0,5,group1,group0,group1,group3,group0,99
618,0,3,2,3,4,6,group1,group1,group1,group1,group0,35
619,0,4,5,0,4,3,group1,group0,group1,group2,group0,68
620,0,4,2,6,1,8,group0,group1,group0,group0,group1,66
621,0,5,4,2,5,8,group1,group2,group0,group3,group0,75
622,0,5,8,5,4,5,group0,group3,group0,group1,group1,40
623,0,2,4,2,6,6,group0,group2,group1,group1,group1,42
624,0,6,7,1,7,3,group0,group3,group1,group3,group0,49
625,0,6,6,4,1,0,group0,group2,group1,group3,group1,91
626,0,4,7,6,6,1,group1,group2,group0,group1,group0,35
627,0,6,6,5,3,5,group1,group3,group1,group0,group0,53
628,0,3,2,0,1,7,group0,group2,group1,group1,group1,13
629,0,3,3,6,0,4,group0,group0,group1,group3,group0,63
630,0,5,6,5,4,7,group0,group3,group1,group2,group1,61
631,0,5,6,6,6,0,group0,group1,group0,group3,group0,67
632,0,5,5,4,0,0,group1,group3,group1,group3,group1,87
633,0,7,3,2,2,2,group1,group3,group1,group1,group0,40
634,0,1,2,3,0,0,group0,group0,group0,group1,group0,36
635,0,7,6,0,4,1,group0,group3,group1,group2,group1,62
636,0,3,4,2,1,7,group1,group0,group1,group3,group0,93
637,0,4,4,0,0,8,group0,group0,group0,group1,group0,52
638,0,6,6,5,4,6,group1,group3,group1,group0,group0,19
639,0,2,4,2,3,1,group1,group2,group1,group1,group1,80
640,0,4,3,5,6,6,group1,group1,group1,group1,group1,77
641,0,3,3,5,6,1,group0,group2,group1,group1,group1,79
642,0,3,5,3,5,0,group0,group2,group1,group3,group1,25
643,0,0,3,2,7,8,group0,group0,group0,group1,group1,99
644,0,3,3,0,4,5,group0,group1,group0,group1,group0,96
645,0,1,3,2,7,3,group1,group1,group0,group1,group1,66
646,0,2,5,1,5,3,group1,group0,group0,group0,group1,32
647,0,6,6,4,6,2,group1,group2,group1,group0,group0,61
648,0,4,3,6,6,2,group1,group1,group1,group3,group0,48
649,0,6,4,5,6,6,group1,group2,group1,group2,group1,87
650,0,2,3,0,4,0,group0,group0,group0,group2,group0,93
651,0,5,4,5,5,6,group0,group1,group1,group2,group0,80
652,0,4,5,4,0,0,group0,group0,group1,group2,group0,52
653,0,3,6,0,4,8,group1,group1,group1,group3,group0,49
654,0,0,4,1,7,5,group0,group0,group1,group3,group0,92
655,0,3,2,3,5,0,group1,group2,group1,group1,group1,62
656,0,1,2,5,5,0,group1,group1,group1,group0,group1,34
657,0,4,7,4,4,3,group0,group3,group0,group1,group0,55
658,0,5,2,2,7,4,group0,group2,group1,group2,group0,59
659,0,5,5,5,4,0,group0,group1,group0,group0,group1,69
660,0,6,2,0,3,6,group1,group2,group0,group3,group0,55
661,0,3,2,0,0,7,group0,group0,group1,group0,group0,61
662,0,5,6,5,5,1,group0,group1,group0,group2,group0,48
663,0,1,0,6,3,0,group0,group0,group1,group1,group1,71
664,0,4,5,2,7,7,group0,group1,group0,group1,group0,79
665,0,5,5,1,2,1,group0,group3,group1,group2,group1,52
666,0,3,6,5,4,6,group1,group1,group0,group0,group0,74
667,0,3,4,3,5,7,group0,group2,group0,group3,group1,15
668,0,4,4,6,0,8,group0,group1,group1,group1,group1,73
669,0,5,3,0,5,5,group0,group1,group0,group0,group1,82
670,0,0,5,1,4,5,group0,group0,group1,group3,group0,99
671,0,5,8,0,4,0,group1,group3,group0,group3,group1,65
672,0,2,2,6,7,2,group1,group0,group1,group1,group0,82
673,0,3,5,5,5,4,group1,group0,group0,group3,group1,64
674,0,2,4,5,6,8,group1,group1,group1,group3,group1,26
675,0,3,5,6,2,4,group0,group1,group0,group3,group1,47
676,0,5,6,4,5,0,group0,group1,group1,group3,group1,40
677,0,5,6,2,2,4,group0,group2,group0,group1,group1,79
678,0,2,6,0,6,4,group0,group2,group0,group1,group0,25
679,0,4,5,2,7,4,group0,group2,group0,group1,group1,97
680,0,2,1,6,3,8,group1,group0,group1,group1,group1,71
681,0,4,4,5,5,4,group1,group1,group0,group0,group1,62
682,0,3,7,6,3,7,group0,group3,group0,group0,group0,45
683,0,7,3,1,1,1,group0,group3,group1,group3,group1,35
684,0,3,8,3,3,3,group0,group3,group0,group2,group0,87
685,0,7,7,2,2,1,group1,group3,group1,group1,group1,19
686,0,6,3,0,2,2,group0,group2,group1,group3,group0,52
687,0,3,0,2,1,5,group0,group0,group1,group3,group0,41
688,0,4,6,0,1,7,group0,group1,group0,group1,group1,86
689,0,4,3,2,3,8,group1,group1,group0,group0,group1,82
690,0,3,5,5,6,2,group0,group3,group1,group2,group1,66
691,0,3,5,2,7,6,group0,group3,group1,group2,group1,63
692,0,2,1,5,2,0,group0,group0,group1,group2,group0,80
693,0,4,2,5,5,2,group0,group0,group1,group2,group0,39
694,0,3,1,3,5,0,group1,group1,group1,group2,group1,20
695,0,6,4,1,4,2,group1,group2,group1,group1,group0,97
696,0,2,4,0,1,3,group0,group2,group1,group0,group1,79
697,0,4,7,5,3,4,group1,group2,group0,group1,group0,65
698,0,4,6,2,0,3,group1,group3,group0,group0,group1,76
699,0,4,4,0,6,0,group0,group3,group1,group3,group1,72
700,0,5,1,4,4,7,group0,group1,group0,group0,group0,96
701,0,3,6,1,1,7,group1,group1,group0,group1,group1,10
702,0,5,1,5,2,3,group0,group1,group0,group3,group1,21
703,0,2,2,3,7,0,group0,group2,group0,group1,group0,85
704,0,5,7,2,2,1,group0,group2,group0,group3,group1,49
705,0,4,2,6,6,5,group1,group2,group0,group3,group0,23
706,0,3,3,2,2,0,group0,group1,group1,group2,group0,30
707,0,1,2,3,7,1,group1,group0,group0,group2,group0,55
708,0,6,5,4,4,0,group0,group3,group0,group3,group0,38
709,0,6,5,4,3,4,group0,group2,group1,group2,group0,38
710,0,3,7,1,5,2,group1,group3,group1,group1,group0,57
711,0,7,4,2,7,2,group0,group3,group1,group0,group0,76
712,0,0,2,4,1,3,group0,group0,group0,group3,group1,16
713,0,2,4,5,7,3,group0,group2,group0,group0,group1,54
714,0,3,3,6,0,0,group0,group1,group0,group1,group1,20
715,0,2,7,1,5,0,group1,group2,group1,group3,group0,71
716,0,2,3,2,6,7,group1,group2,group1,group3,group1,96
717,0,2,3,6,0,3,group1,group2,group0,group1,group1,96
718,0,0,3,4,4,8,group1,group0,group1,group0,group1,71
719,0,2,6,3,1,0,group0,group2,group0,group1,group0,55
720,0,1,1,4,2,8,group0,group1,group0,group1,group0,69
721,0,4,6,5,0,4,group1,group3,group0,group1,group1,10
722,0,4,5,3,3,0,group1,group1,group1,group2,group0,83
723,0,4,4,6,0,2,group0,group2,group1,group3,group1,15
724,0,4,1,4,5,4,group1,group1,group0,group2,group0,85
725,0,1,4,2,7,5,group1,group0,group0,group3,group1,74
726,0,6,5,4,5,0,group0,group3,group1,group2,group1,77
727,0,1,5,5,2,3,group1,group0,group0,group1,group1,98
728,0,7,7,5,0,0,group0,group3,group0,group0,group1,46
729,0,6,4,2,6,3,group0,group3,group1,group2,group0,70
730,0,3,6,6,1,1,group0,group2,group0,group2,group1,24
731,0,6,5,2,4,4,group0,group2,group1,group0,group1,78
732,0,3,5,5,3,0,group0,group0,group0,group1,group1,61
733,0,4,4,4,3,4,group0,group1,group1,group2,group0,66
734,0,7,3,2,0,8,group0,group3,group0,group3,group0,38
735,0,3,3,0,1,3,group1,group0,group1,group3,group1,63
736,0,5,5,2,5,7,group1,group1,group1,group0,group1,81
737,0,6,6,6,4,1,group1,group3,group0,group3,group0,66
738,0,4,3,0,2,8,group1,group2,group0,group2,group1,28
739,0,1,2,6,0,0,group0,group1,group0,group3,group1,10
740,0,4,0,6,7,4,group1,group0,group1,group2,group1,16
741,0,4,7,3,5,8,group0,group2,group1,group3,group1,14
742,0,2,3,0,6,6,group1,group0,group0,group3,group0,19
743,0,2,1,4,3,5,group1,group0,group1,group1,group0,22
744,0,3,3,0,7,0,group0,group2,group1,group2,group1,47
745,0,5,2,2,7,2,group1,group1,group1,group2,group0,74
746,0,3,2,1,3,2,group1,group1,group0,group0,group0,96
747,0,4,3,1,1,6,group1,group3,group1,group2,group0,94
748,0,3,8,5,1,7,group0,group3,group1,group3,group1,10
749,0,7,4,4,2,6,group1,group3,group0,group1,group1,71
750,0,5,3,3,4,5,group0,group3,group1,group3,group0,37
751,0,4,4,2,7,2,group0,group1,group1,group2,group0,75
752,0,4,3,1,5,0,group1,group0,group0,group2,group1,15
753,0,3,4,5,2,8,group0,group3,group1,group3,group1,66
754,0,2,6,6,7,3,group1,group2,group1,group1,group0,70
755,0,5,4,6,4,0,group1,group2,group1,group1,group1,33
756,0,5,6,1,2,7,group0,group2,group1,group3,group0,63
757,0,4,3,4,6,0,group1,group3,group0,group1,group1,72
758,0,3,4,4,3,4,group0,group1,group1,group2,group1,82
759,0,4,3,5,3,6,group1,group0,group0,group2,group0,73
760,0,5,4,1,3,1,group1,group2,group1,group1,group1,68
761,0,0,4,5,4,2,group1,group0,group1,group0,group0,31
762,0,2,6,5,3,2,group1,group2,group1,group3,group1,21
763,0,5,1,3,0,2,group0,group1,group1,group3,group0,92
764,0,3,3,5,5,6,group1,group0,group0,group3,group0,24
765,0,5,4,4,3,6,group0,group3,group1,group2,group1,66
766,0,7,7,6,1,6,group0,group3,group0,group1,group1,16
767,0,6,2,6,3,0,group0,group2,group1,group3,group1,71
768,0,5,4,3,3,1,group1,group3,group1,group3,group0,38
769,0,5,3,1,6,1,group1,group2,group0,group2,group0,56
770,0,1,1,5,0,3,group0,group0,group0,group3,group1,89
771,0,1,5,2,2,5,group1,group1,group1,group1,group0,84
772,0,4,4,2,5,6,group0,group2,group1,group0,group0,22
773,0,5,5,2,1,7,group1,group2,group1,group2,group1,64
774,0,2,3,0,1,7,group0,group2,group0,group2,group1,42
775,0,3,3,4,6,6,group0,group2,group0,group3,group1,48
776,0,1,4,6,3,5,group1,group0,group0,group0,group1,43
777,0,4,4,4,0,0,group1,group3,group0,group3,group0,86
778,0,4,4,1,3,1,group0,group2,group0,group1,group0,43
779,0,4,4,5,3,1,group0,group3,group1,group3,group0,40
780,0,5,7,6,4,7,group0,group2,group1,group1,group1,30
781,0,6,4,3,6,5,group1,group2,group1,group2,group0,35
782,0,5,8,0,0,8,group1,group3,group0,group1,group0,70
783,0,3,5,1,0,4,group0,group2,group1,group2,group1,70
784,0,4,3,0,0,0,group1,group3,group1,group1,group0,31
785,0,1,5,0,5,4,group0,group0,group0,group2,group1,60
786,0,4,8,1,5,0,group1,group3,group0,group0,group0,60
787,0,4,8,5,4,7,group1,group3,group1,group2,group1,38
788,0,5,5,1,7,7,group1,group2,group0,group3,group1,53
789,0,2,2,5,1,3,group1,group0,group1,group3,group1,16
790,0,3,1,3,3,5,group0,group1,group0,group3,group0,30
791,0,4,3,3,3,0,group0,group2,group1,group0,group0,24
792,0,4,6,4,2,7,group0,group3,group0,group3,group1,49
793,0,3,4,2,1,6,group1,group0,group1,group0,group0,65
794,0,3,4,3,5,8,group1,group1,group1,group1,group0,71
795,0,1,3,3,1,0,group0,group0,group1,group1,group1,65
796,0,1,5,3,2,8,group0,group0,group0,group2,group1,34
797,0,1,3,6,5,1,group0,group1,group1,group0,group0,81
798,0,0,3,6,4,0,group0,group0,group0,group2,group0,55
799,0,4,4,3,6,5,group0,group2,group1,group0,group1,64
800,0,6,8,1,7,8,group1,group3,group1,group0,group0,45
801,0,0,2,3,1,2,group0,group0,group1,group0,group0,56
802,0,3,4,3,5,2,group1,group1,group1,group3,group0,32
803,0,3,7,6,7,4,group0,group2,group0,group0,group0,11
804,0,5,1,4,0,3,group1,group1,group1,group1,group1,23
805,0,2,1,3,6,7,group1,group0,group1,group3,group1,12
806,0,1,0,4,4,4,group1,group0,group1,group2,group1,75
807,0,2,3,1,5,1,group0,group1,group0,group0,group1,22
808,0,3,5,3,3,7,group1,group0,group0,group3,group1,90
809,0,5,5,1,5,4,group0,group3,group1,group1,group0,36
810,0,4,5,2,4,6,group0,group1,group1,group2,group0,93
811,0,3,6,1,0,7,group0,group3,group1,group0,group0,34
812,0,2,2,6,7,5,group0,group1,group0,group1,group1,68
813,0,6,5,6,1,5,group0,group3,group1,group1,group1,93
814,0,3,3,3,0,5,group0,group2,group1,group0,group1,46
815,0,6,6,4,7,3,group1,group2,group1,group2,group0,48
816,0,2,2,6,5,6,group0,group1,group1,group0,group1,34
817,0,5,4,4,0,7,group1,group2,group0,group0,group1,26
818,0,6,3,1,1,3,group0,group2,group0,group3,group1,84
819,0,4,5,6,4,0,group1,group3,group1,group3,group0,79
820,0,2,3,1,5,7,group0,group0,group1,group2,group1,42
821,0,5,7,4,7,4,group1,group3,group1,group0,group0,75
822,0,4,5,2,4,8,group0,group2,group0,group0,group0,73
823,0,1,1,1,0,1,group1,group0,group0,group3,group1,89
824,0,5,3,2,1,0,group1,group2,group1,group1,group0,75
825,0,3,8,2,4,8,group0,group3,group0,group1,group1,10
826,0,5,5,2,4,8,group1,group3,group1,group0,group0,51
827,0,1,1,1,1,5,group1,group1,group1,group0,group0,79
828,0,3,6,0,6,2,group0,group1,group0,group3,group0,56
829,0,4,4,0,2,0,group1,group3,group1,group0,group1,87
830,0,2,2,1,6,3,group1,group2,group1,group0,group0,58
831,0,4,0,6,5,5,group0,group0,group1,group0,group0,73
832,0,5,1,2,5,0,group1,group1,group0,group0,group0,98
833,0,4,3,3,5,2,group1,group2,group0,group3,group0,42
834,0,0,3,6,7,8,group0,group0,group0,group3,group1,25
835,0,1,3,4,7,2,group0,group1,group0,group2,group1,97
836,0,2,5,3,0,8,group0,group1,group0,group1,group0,85
837,0,1,2,5,1,3,group0,group1,group0,group3,group1,74
838,0,3,5,1,7,1,group1,group0,group0,group3,group1,83
839,0,3,5,5,3,3,group1,group1,group1,group2,group0,56
840,0,3,5,4,2,7,group0,group1,group1,group2,group0,97
841,0,4,2,1,1,3,group0,group1,group1,group2,group0,99
842,0,3,1,5,3,6,group0,group0,group1,group2,group0,62
843,0,6,5,4,7,3,group0,group2,group0,group1,group0,97
844,0,3,3,6,0,6,group0,group0,group1,group1,group1,56
845,0,6,3,3,4,0,group1,group3,group0,group1,group0,78
846,0,2,4,4,4,7,group0,group1,group0,group3,group0,49
847,0,3,6,1,6,5,group1,group2,group1,group0,group1,79
848,0,4,3,2,7,2,group0,group1,group0,group2,group0,48
849,0,1,4,2,5,7,group1,group1,group0,group3,group1,75
850,0,3,3,6,7,5,group0,group3,group1,group1,group0,80
851,0,5,4,0,1,5,group1,group2,group0,group1,group0,18
852,0,7,6,4,6,7,group1,group3,group1,group2,group1,38
853,0,3,8,0,1,4,group0,group3,group0,group0,group0,68
854,0,4,4,2,4,2,group0,group0,group0,group2,group0,70
855,0,3,0,1,3,8,group1,group0,group1,group3,group1,46
856,0,5,8,3,3,0,group1,group3,group0,group3,group1,45
857,0,4,1,2,3,4,group1,group0,group1,group2,group0,51
858,0,2,2,6,2,4,group1,group1,group0,group2,group1,30
859,0,4,4,6,3,1,group0,group2,group1,group2,group0,63
860,0,1,6,3,7,7,group0,group1,group1,group0,group0,28
861,0,3,6,6,2,7,group0,group2,group0,group2,group1,70
862,0,7,8,1,0,1,group1,group3,group1,group3,group1,79
863,0,4,6,1,1,2,group0,group2,group1,group1,group1,88
864,0,2,5,6,0,5,group1,group0,group0,group3,group0,17
865,0,4,3,2,7,4,group1,group3,group0,group1,group1,47
866,0,5,1,6,3,7,group0,group1,group0,group2,group0,72
867,0,4,3,4,6,7,group1,group2,group0,group0,group1,97
868,0,6,7,2,4,0,group0,group2,group0,group0,group1,39
869,0,0,1,0,4,7,group0,group0,group1,group2,group0,56
870,0,3,3,3,5,4,group1,group2,group0,group0,group0,56
871,0,3,0,1,0,5,group0,group0,group0,group0,group1,35
872,0,4,2,1,2,5,group1,group1,group0,group1,group0,59
873,0,6,6,3,3,2,group1,group3,group0,group0,group0,86
874,0,2,7,0,1,6,group0,group2,group1,group2,group0,61
875,0,4,3,4,0,3,group0,group1,group0,group1,group0,33
876,0,5,7,1,6,4,group0,group3,group1,group2,group1,31
877,0,4,5,3,0,3,group1,group1,group0,group0,group1,29
878,0,0,5,6,2,7,group0,group0,group0,group2,group1,45
879,0,3,4,0,6,5,group1,group2,group1,group3,group1,66
880,0,2,4,3,3,6,group1,group0,group1,group1,group1,41
881,0,4,5,5,7,4,group0,group3,group1,group3,group1,94
882,0,2,2,0,0,8,group1,group1,group0,group1,group0,88
883,0,6,6,4,0,5,group0,group2,group1,group1,group0,86
884,0,0,3,1,0,7,group0,group0,group1,group1,group0,19
885,0,0,5,3,4,2,group1,group0,group0,group1,group1,99
886,0,3,0,4,7,7,group0,group0,group0,group1,group0,41
887,0,3,1,4,6,6,group1,group1,group0,group1,group0,25
888,0,0,4,2,3,6,group0,group0,group1,group0,group1,26
889,0,5,7,2,1,1,group1,group2,group0,group1,group1,34
890,0,0,2,6,1,0,group0,group0,group0,group2,group1,85
891,0,3,6,1,1,3,group0,group1,group1,group2,group0,92
892,0,4,4,1,6,2,group1,group2,group0,group1,group1,31
893,0,7,7,2,7,3,group0,group3,group0,group0,group1,63
894,0,4,5,5,4,6,group1,group0,group0,group3,group0,11
895,0,2,4,4,4,8,group1,group0,group1,group3,group1,70
